,X,Y,log
174,4,18,"[0.24155113 0.22238041 0.20320968 0.16486823 0.14186336 0.11885849
 0.10735606 0.09585362 0.08435119 0.07284875 0.07284875 0.07284875
 0.08818533 0.09585362 0.10352191 0.10735606 0.1111902  0.11885849
 0.11502435 0.11310728 0.1111902  0.10927313 0.10735606 0.10543899
 0.10352191 0.09201948 0.08626826 0.08051704 0.07284875 0.06901461
 0.06518046 0.08435119 0.10352191 0.1111902  0.11885849 0.11885849
 0.11885849 0.11885849 0.11885849 0.12290339 0.12492584 0.12694829
 0.12305395 0.11915961 0.11137092 0.10924577 0.10712062 0.10499547
 0.10287032 0.1032809  0.10369148 0.10410207 0.10451265 0.10198224
 0.09945183 0.09692142 0.09439101 0.09526606 0.0961411  0.09701614
 0.09789118 0.10012405 0.10235693 0.1045898  0.10682267 0.14689569
 0.16075074 0.17460578 0.18846082 0.20231587 0.21821187 0.24264865
 0.23362451 0.22911244 0.22460037 0.21691976 0.20923915 0.19387793
 0.17232187 0.1507658  0.12920974 0.10765367 0.09998712 0.09608185
 0.09217657 0.08827129 0.08436602 0.11446627 0.14456652 0.17466677
 0.20476702 0.24004564 0.27532426 0.30571897 0.35614206 0.38135361
 0.40656516 0.41180292 0.41704068 0.42751621 0.46508395 0.50265169
 0.51265271 0.52265374 0.52085983 0.52428015 0.52770047 0.53112079
 0.53454111 0.50227299 0.48310226 0.4735169  0.46393154 0.36999499
 0.27605844 0.18212188 0.08818533 0.08435119 0.08051704 0.0766829
 0.07284875 0.06901461 0.06709754 0.06518046 0.06518046 0.06518046
 0.06518046 0.06518046 0.06518046 0.07284875 0.08051704 0.09585362
 0.09585362 0.09585362 0.09585362 0.09585362 0.09585362 0.09585362
 0.09585362 0.09585362 0.09585362 0.0977707  0.09968777 0.10160484
 0.10352191 0.10352191 0.10352191 0.10352191 0.10352191 0.10352191
 0.10352191 0.10352191 0.10352191 0.10352191 0.10352191 0.09585362
 0.08818533 0.08626826 0.08435119 0.08243412 0.08051704 0.08243412
 0.08435119 0.08626826 0.08818533 0.09201948 0.09585362 0.09968777
 0.10352191 0.10735606 0.1111902  0.11885849 0.15911702 0.19937554
 0.23963406 0.27989258 0.3412389  0.40258522 0.46393154 0.52527786
 0.55403394 0.58279003 0.61154612 0.64030221 0.65755586 0.67480951
 0.70931681]"
175,4,19,"[0.13701748 0.13701748 0.13701748 0.13701748 0.13701748 0.14035937
 0.14370126 0.15706881 0.17043637 0.81207917 0.81876295 0.82544674
 0.83213052 0.83213052 0.83547241 0.8388143  0.83266803 0.83238097
 0.83747982 0.84257866 0.84050065 0.83842265 0.83522632 0.83190048
 0.82821542 0.82453037 0.82278739 0.81130583 0.80435133 0.79329832
 0.78892603 0.78865225 0.78887993 0.79288421 0.7966608  0.8040097
 0.82915053 0.83173479 0.83717419 0.84797514 0.85877609 0.8655757
 0.8723753  0.87227185 0.87216839 0.87559044 0.87901248 0.88227016
 0.87891262 0.87230152 0.84913129 0.84527681 0.83555587 0.82583493
 0.80876664 0.80539064 0.80497587 0.81209361 0.81921135 0.8287673
 0.83832325 0.85269304 0.8689309  0.8729405  0.87809791 0.87894005
 0.87556306 0.86885473 0.85560011 0.8448347  0.79904316 0.78175463
 0.77833548 0.77253015 0.77433981 0.77983387 0.80195983 0.82408578
 0.84224077 0.86039575 0.86561455 0.87559944 0.88240727 0.88444901
 0.88557138 0.88578465 0.88487554 0.87283323 0.86530215 0.85894724
 0.85571308 0.85247892 0.838958   0.83283272 0.80879018 0.79202784
 0.78534406 0.78534406 0.78534406 0.78534406 0.78534406 0.79202784
 0.79202784 0.79202784 0.79871162 0.8053954  0.81207917 0.81207917
 0.81207917 0.8388143  0.84382713 0.48791588 0.1303337  0.11362425
 0.09023102 0.08354724 0.08020535 0.07686346 0.07686346 0.07686346
 0.07686346 0.07686346 0.07686346]"
176,4,20,"[0.12992958 0.12992958 0.12992958 0.12992958 0.13309859 0.13626761
 0.14894366 0.16161971 0.17429577 0.77007042 0.77323944 0.7827659
 0.78915628 0.79067382 0.79219136 0.7938566  0.79552185 0.81435171
 0.82079957 0.82724744 0.82398121 0.83267402 0.82626942 0.82154854
 0.80113151 0.77942014 0.75113281 0.74455685 0.73807228 0.73531977
 0.73428331 0.73949316 0.78145593 0.79867176 0.82578525 0.83869657
 0.75739437 0.77007042 0.77007042 0.79859155 0.80017605 0.80176056
 0.07288732 0.07288732 0.07288732]"
177,4,21,"[0.81079163 0.48880261 0.16681359 0.12026096 0.0814671  0.07370833
 0.07370833 0.08922587 0.10474342 0.12026096 0.11250219 0.09698464
 0.06594956 0.12801973 0.12844621 0.11989608 0.11268504 0.09444957
 0.10776063 0.13983917 0.14719455 0.217187   0.22534098 0.22112499
 0.09698464 0.0814671  0.0814671  0.11250219 0.19784867 0.25216008
 0.26767762 0.36078288 0.42285305 0.52371708 0.52371708 0.46940568
 0.08922587 0.07370833 0.06594956 0.09698464 0.0814671  0.08922587
 0.10474342 0.53147585 0.64785742 0.71768637]"
178,4,22,"[0.88802076 0.2676809  0.18270284 0.131716   0.08922697 0.08072916
 0.08072916 0.08072916 0.09772477 0.11472039 0.11472039 0.131716
 0.131716   0.131716   0.13328074 0.12321819 0.11472039 0.10945892
 0.09496494 0.09809803 0.08184045 0.08393391 0.08547582 0.13705563
 0.1472079  0.15586767 0.15305596 0.14923847 0.14481138 0.14923063
 0.1439073  0.12928547 0.12854586 0.11956467 0.10978982 0.11037287
 0.09886479 0.10199471 0.09708662 0.11096851 0.13714479 0.15363521
 0.21310359 0.23044667 0.24094405 0.25903893 0.25728827 0.25918309
 0.24218748 0.22519187 0.20819626 0.12321819 0.11472039 0.10622258
 0.08922697 0.08922697 0.08922697 0.12321819 0.17420503 0.21669406
 0.25918309 0.29317432 0.32716554 0.43763703 0.46313045 0.54810851
 0.57360193 0.57360193 0.59059754 0.59059754 0.55660632 0.51411728
 0.11472039 0.09772477 0.08072916 0.07223135 0.07223135 0.07223135
 0.08922697 0.10622258 0.10622258 0.10622258 0.10544601 0.11294616
 0.11199606 0.1111382  0.11048523 0.09381592 0.09381592 0.08593296
 0.08644082 0.09540405 0.11294616 0.13075306 0.31016993 0.58209974
 0.70956683 0.78604709]"
179,4,23,"[0.85353405 0.70447188 0.55540972 0.40634755 0.25728538 0.23686591
 0.21644643 0.19602696 0.17560748 0.1633558  0.15110411 0.13885243
 0.13272659 0.12660074 0.11639101 0.11128614 0.10618127 0.1010764
 0.09597153 0.09086666 0.08576179 0.08371985 0.08269887 0.0816779
 0.08065693 0.07963595 0.077594   0.077594   0.077594   0.077594
 0.077594   0.077594   0.077594   0.077594   0.077594   0.07963595
 0.0816779  0.08576179 0.09392958 0.10209737 0.10618127 0.11026516
 0.11026516 0.11026516 0.11026516 0.11026516 0.11026516 0.11026516
 0.11026516 0.11026516 0.11026516 0.11434906 0.11843295 0.12660074
 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074
 0.12660074 0.12697674 0.12716473 0.12735273 0.12754073 0.12772872
 0.12791672 0.12810472 0.12568678 0.12447781 0.12326884 0.1208509
 0.11843295 0.11639101 0.11434906 0.11230711 0.11128614 0.11026516
 0.10822322 0.10618127 0.10209737 0.09801348 0.09392958 0.09188764
 0.08984569 0.08780374 0.08576179 0.08576179 0.08576179 0.08576179
 0.08576179 0.08576179 0.08576179 0.08576179 0.08576179 0.08576179
 0.0816779  0.077594   0.07351011 0.06942621 0.06942621 0.06942621
 0.06942621 0.06942621 0.06942621 0.06942621 0.06942621 0.06942621
 0.06942621 0.06942621 0.06942621 0.06942621 0.06942621 0.06942621
 0.07197865 0.07453108 0.07963595 0.08984569 0.09495056 0.10005543
 0.1051603  0.11026516 0.11077565 0.11128614 0.11179663 0.11230711
 0.11332809 0.11434906 0.11537003 0.11588052 0.11639101 0.11843295
 0.11945393 0.1204749  0.12251685 0.12660074 0.12660074 0.12660074
 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074
 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074
 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074
 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074
 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074 0.12660074
 0.12660074 0.13068464 0.13476853 0.13482466 0.13488078 0.13499302
 0.13510526 0.1352175  0.13296728 0.13071707 0.12959196 0.12846685
 0.12734174 0.12621663 0.12625945 0.12630227 0.12638791 0.12640932
 0.12643073 0.12647355 0.12655919 0.12556747 0.12457575 0.12358403
 0.12259231 0.1216006  0.12060888 0.11862544 0.11636186 0.11523008
 0.11409829 0.11183471 0.10957113 0.11000846 0.11044578 0.11088311
 0.11132043 0.10997281 0.1086252  0.10795139 0.10727758 0.10660377
 0.10592996 0.10458235 0.10323473 0.10256092 0.10188711 0.1012133
 0.10053949 0.10147153 0.10240357 0.10333561 0.10426765 0.10184816
 0.09942866 0.10643505 0.10993824 0.11344143 0.11669474 0.11994805
 0.12645468 0.13946792 0.14333949 0.14721106 0.15108262 0.15495419
 0.18381666 0.21267912 0.21467379 0.21666845 0.21866311 0.21966044
 0.22065777 0.22265244 0.2246471  0.22863642 0.2297094  0.23024589
 0.23078238 0.23131887 0.23185536 0.23239185 0.23292834 0.23400132
 0.2350743  0.23614728 0.23722026 0.239179   0.24113773 0.24309647
 0.24505521 0.24701394 0.24897268 0.25289015 0.25194701 0.25100387
 0.24911759 0.24911759 0.24911759 0.24911759 0.24707565 0.2450337
 0.24299175 0.2409498  0.23890786 0.23686591 0.23278201 0.23176104
 0.23074007 0.22869812 0.22767715 0.22665617 0.2256352  0.22461422
 0.22257228 0.22053033 0.21848838 0.21644643 0.21236254 0.20827864
 0.20419475 0.20011085 0.17969138 0.1592719  0.13885243 0.12864269
 0.11843295 0.11741198 0.11639101 0.11537003 0.11434906 0.11332809
 0.11230711 0.11128614 0.11026516 0.10822322 0.10720224 0.10618127
 0.10413932 0.10209737 0.1010764  0.10005543 0.09801348 0.09392958
 0.09290861 0.09188764 0.08984569 0.08780374 0.08576179 0.08576179
 0.08576179 0.08576179 0.08576179 0.08576179 0.08576179 0.08576179
 0.08576179 0.08576179 0.08576179 0.08576179 0.08576179 0.08984569
 0.09392958 0.09801348 0.10005543 0.10209737 0.11026516 0.11434906
 0.11843295 0.14293632 0.15518801 0.16743969 0.17764943 0.18785917
 0.19806891 0.20827864 0.21338351 0.21848838 0.22359325 0.22869812
 0.23380299 0.23890786 0.24146029 0.24401273 0.24656516 0.24911759
 0.25320149 0.25728538 0.26136928 0.26545317 0.26953707 0.27362096
 0.28178875 0.28587265 0.2879146  0.28995654 0.29404044 0.29812433
 0.30629212 0.30833407 0.31037602 0.31445991 0.32773257 0.3343689
 0.34100523 0.35427789 0.36755055 0.37418688 0.38082321 0.38745954
 0.39409587 0.40073219 0.40736852 0.41400485 0.42064118 0.42676703
 0.43289287 0.43901871 0.44514455 0.45535429 0.46556403 0.4859835
 0.52682245 0.52988537 0.53141683 0.53294829 0.53601122 0.53907414
 0.54519998 0.5482629  0.55132582 0.55132582 0.55132582 0.55132582
 0.55132582 0.55132582 0.55132582 0.55132582 0.55132582 0.55132582
 0.55132582 0.55132582 0.55132582 0.55132582 0.55949361 0.5676614
 0.5676614  0.5676614  0.55132582 0.54315803 0.53499024 0.51457077
 0.50436103 0.49415129 0.39817976 0.35019399 0.30220823 0.2062367
 0.11026516 0.10822322 0.10618127 0.10209737 0.1010764  0.10005543
 0.09903445 0.09801348 0.09392958 0.08576179 0.0816779  0.077594
 0.07708352 0.07657303 0.07606254 0.07555206 0.07453108 0.0740206
 0.07351011 0.07248914 0.07146816 0.07044719 0.06942621 0.06942621
 0.06942621 0.06942621 0.06942621 0.06942621 0.06942621 0.06942621
 0.06942621 0.06942621 0.07351011 0.077594   0.08576179 0.08984569
 0.09392958 0.09597153 0.09801348 0.10005543 0.10209737 0.10209737
 0.10209737 0.10209737 0.10209737 0.10209737 0.10209737 0.10209737
 0.10209737 0.10209737 0.10209737 0.10209737 0.10209737 0.10209737
 0.10209737 0.10209737 0.10209737 0.10209737 0.10618127 0.11026516
 0.11026516 0.11026516 0.11026516 0.11026516 0.11026516 0.11026516
 0.11026516 0.11026516 0.11026516 0.11026516 0.11026516 0.11026516
 0.10209737 0.10005543 0.09801348 0.09597153 0.09392958 0.09392958
 0.09392958 0.09392958 0.09392958 0.09392958 0.09392958 0.09290861
 0.09188764 0.09137715 0.09086666 0.08984569 0.08882472 0.08780374
 0.08678277 0.08576179 0.08576179 0.08576179 0.08576179 0.08576179
 0.08576179 0.08576179 0.08576179 0.08678277 0.08780374 0.08831423
 0.08882472 0.0893352  0.08984569 0.09086666 0.09137715 0.09188764
 0.09290861 0.0934191  0.09392958 0.10209737 0.11026516 0.11230711
 0.11434906 0.11639101 0.11741198 0.11843295 0.11945393 0.1204749
 0.12149588 0.12251685 0.12353782 0.1245588  0.12660074 0.16948164
 0.19092209 0.21236254 0.25524344 0.27668388 0.29812433 0.33079549
 0.36346665 0.42880897 0.49415129 0.55949361 0.59012282 0.62075204
 0.63606664 0.64372395 0.65138125 0.68201046 0.71876552 0.75552057]"
180,4,24,"[0.91837347 0.59760187 0.27683028 0.20652418 0.13621807 0.12742981
 0.11864155 0.11864155 0.11864155 0.12742981 0.13621807 0.13621807
 0.13621807 0.13313346 0.13004885 0.12873933 0.12742981 0.13182394
 0.13621807 0.14061221 0.14500634 0.13145056 0.11789479 0.11826817
 0.11864155 0.12303568 0.12742981 0.19773591 0.26804202 0.30319507
 0.33834812 0.40865422 0.47896033 0.5448723  0.61078427 0.59320774
 0.57563122 0.33395399 0.09227676 0.10106502 0.10985329 0.11424742
 0.11864155 0.11864155 0.11864155 0.12742981 0.13621807 0.36910704
 0.60199601]"
181,4,25,"[0.68956294 0.44871081 0.20785869 0.17486524 0.1418718  0.12207574
 0.10227967 0.08578295 0.07753459 0.06928623 0.06598688 0.06433721
 0.06268754 0.06268754 0.06268754 0.06268754 0.06268754 0.06268754
 0.06268754 0.07588492 0.07918426 0.08248361 0.08578295 0.08908229
 0.08908229 0.09568098 0.09898033 0.10227967 0.10227967 0.10227967
 0.10227967 0.10227967 0.10227967 0.10227967 0.10349472 0.09568098
 0.08908229 0.08743262 0.08578295 0.08413328 0.08248361 0.07918426
 0.07588492 0.06928623 0.06928623 0.06928623 0.06598688 0.06268754
 0.05608885 0.05608885 0.05608885 0.05608885 0.05655162 0.0570876
 0.05764762 0.06680238 0.07613395 0.08567643 0.09538957 0.10360636
 0.10825607 0.11293953 0.11408221 0.11516069 0.11615523 0.11704662
 0.11781683 0.1260916  0.12681542 0.12736835 0.11904112 0.11918247
 0.11915272 0.11134808 0.10669535 0.10196878 0.10291946 0.09224423
 0.09315005 0.09395746 0.09202678 0.09007776 0.08812623 0.08618031
 0.09721972 0.11818312 0.12985366 0.15238052 0.16288086 0.17323929
 0.18471343 0.19164824 0.19814596 0.20464367 0.2040596  0.20347553
 0.20232184 0.20251626 0.20271069 0.20290797 0.20310526 0.19996496
 0.19682466 0.19050637 0.18732443 0.18414248 0.18093443 0.17772638
 0.16453735 0.09748734 0.09420286 0.09254351 0.09088415 0.0875252
 0.08416625 0.07741983 0.07403599 0.07065215 0.07062321 0.07059428
 0.07051601 0.07041988 0.09709331 0.1170621  0.1370309  0.17013657
 0.17829693 0.18645729 0.19458399 0.20271069 0.21558884 0.2284312
 0.24144916 0.25446713 0.33983246 0.34973049 0.35962852 0.42561541
 0.43551344 0.44541147 0.44541147 0.44541147 0.44541147 0.45201016
 0.45860885 0.45936273 0.45314668 0.44693062 0.43449443 0.40209825
 0.24638998 0.09022037 0.08367677 0.07713317 0.06394848 0.06237173
 0.06079498 0.05760777 0.05778286 0.0579378  0.05806801 0.07185643
 0.07879398 0.0856976  0.0856976  0.08567161 0.08564563 0.0855945
 0.08554337 0.08546875 0.08539414 0.08700245 0.08861076 0.09177277
 0.09163373 0.09149469 0.09119247 0.09103331 0.09087415 0.09071089
 0.09054764 0.090384   0.09022037 0.08340052 0.07658067 0.07650628
 0.0764319  0.07628528 0.07290391 0.06952254 0.06940013 0.06928623
 0.07258557 0.07588492 0.08248361 0.08908229 0.09238164 0.09568098
 0.10227967 0.13692279 0.1715659  0.24085213 0.34643114 0.39922065
 0.45201016 0.50150032 0.55099049 0.56583753 0.58068458 0.59553163
 0.61037868]"
182,4,26,"[0.86475679 0.26066832 0.17791647 0.12826536 0.08688944 0.07861425
 0.07861425 0.07861425 0.09516462 0.11171499 0.11171499 0.12826536
 0.12826536 0.12826536 0.12978911 0.12063401 0.11297461 0.13854008
 0.12856234 0.12822326 0.1201852  0.11101183 0.11278414 0.12708726
 0.11841394 0.10955798 0.09181835 0.0914767  0.09101692 0.1249165
 0.17618237 0.21832259 0.2598503  0.29226198 0.3241679  0.43097721
 0.45341748 0.53374941 0.55857496 0.55857496 0.57512533 0.57512533
 0.54202459 0.0993728  0.10302238 0.10119139 0.10302238 0.10732262
 0.09516462 0.09516462 0.08688944 0.08688944 0.09516462 0.11171499
 0.12826536 0.30204424 0.56685015 0.69097792 0.76545458]"
183,4,27,"[0.54200502 0.54200502 0.54200502 0.54200502 0.54200502 0.50657985
 0.37904926 0.25151867 0.19483841 0.13815814 0.13107311 0.12398807
 0.12010637 0.11622467 0.12010637 0.12398807 0.13107311 0.13815814
 0.14878569 0.14347192 0.13815814 0.13107311 0.12398807 0.11690304
 0.10981801 0.10981801 0.10981801 0.12575934 0.14170066 0.14701443
 0.15232821 0.15232821 0.15232821 0.14170066 0.13107311 0.12044556
 0.10981801 0.10981801 0.10981801 0.11336053 0.11690304 0.12753059
 0.13815814 0.13815814 0.13815814 0.13815814 0.13815814 0.13107311
 0.12398807 0.11690304 0.10981801 0.10981801 0.10981801 0.12753059
 0.14524317 0.14878569 0.15232821 0.15232821 0.15232821 0.13815814
 0.12398807 0.11336053 0.10273298 0.10273298 0.10273298 0.11336053
 0.12398807 0.12930185 0.13461563 0.1399294  0.14524317 0.14878569
 0.15232821 0.15232821 0.15232821 0.14524317 0.13815814 0.12575933
 0.11336052]"
184,4,28,"[0.54200502 0.54200502 0.54200502 0.54200502 0.54200502 0.50657985
 0.37904926 0.25151867 0.19483841 0.13815814 0.13107311 0.12398807
 0.12010637 0.11622467 0.12010637 0.12398807 0.13107311 0.13815814
 0.14878569 0.14347192 0.13815814 0.13107311 0.12398807 0.11690304
 0.10981801 0.10981801 0.10981801 0.12575934 0.14170066 0.14701443
 0.15232821 0.15232821 0.15232821 0.14170066 0.13107311 0.12044556
 0.10981801 0.10981801 0.10981801 0.11336053 0.11690304 0.12753059
 0.13815814 0.13815814 0.13815814 0.13815814 0.13815814 0.13107311
 0.12398807 0.11690304 0.10981801 0.10981801 0.10981801 0.12753059
 0.14524317 0.14878569 0.15232821 0.15232821 0.15232821 0.13815814
 0.12398807 0.11336053 0.10273298 0.10273298 0.10273298 0.11336053
 0.12398807 0.12930185 0.13461563 0.1399294  0.14524317 0.14878569
 0.15232821 0.15232821 0.15232821 0.14524317 0.13815814 0.12575933
 0.11336052]"
185,4,29,"[0.595      0.27611111 0.21388889 0.15166667 0.13611111 0.13184987
 0.12758863 0.13611111 0.16333333 0.13611111 0.12055556 0.15555556
 0.16138889 0.16722222 0.14388889 0.12055556 0.12055556 0.12833333
 0.15166667 0.15166667 0.15166667 0.13611111 0.12055556 0.14388889
 0.16722222 0.14       0.11277778 0.12444445 0.13611111 0.14777778
 0.16722222 0.16722222]"
186,4,30,"[0.595      0.57555555 0.27611111 0.15166667 0.14388889 0.13611111
 0.13184987 0.15166667 0.1575     0.15166667 0.12833333 0.12055556
 0.13805556 0.16138889 0.16722222 0.15555556 0.13222222 0.12055556
 0.12055556 0.12055556 0.12444445 0.14       0.15166667 0.15166667
 0.15166667 0.15166667 0.14388889 0.12055556 0.14       0.15944444
 0.16333333 0.16722222 0.16722222 0.13611111 0.12444445 0.11277778
 0.11277778 0.11277778 0.13611111 0.14194445 0.15944444 0.16333333
 0.16722222 0.15944444 0.13805555]"
187,4,31,"[0.52408659 0.52408659 0.52408659 0.52408659 0.48983257 0.36651808
 0.24320358 0.1335907  0.1267399  0.11988909 0.11613571 0.11238234
 0.11613571 0.11988909 0.1335907  0.1387288  0.14386691 0.1335907
 0.1267399  0.11988909 0.10618748 0.10618748 0.10618748 0.1216018
 0.13701611 0.14215421 0.14729231 0.14729231 0.1370161  0.1267399
 0.11646369 0.10618748 0.10618748 0.10618748 0.10961288 0.11303828
 0.1335907  0.1335907  0.1335907  0.1335907  0.1267399  0.11988909
 0.11303829 0.10618748 0.10618748 0.1404415  0.14386691 0.14729231
 0.14729231 0.1335907  0.11988909 0.10961288 0.09933668 0.09933668
 0.11988909 0.12502719 0.1301653  0.1404415  0.14729231 0.14729231
 0.14729231 0.1335907  0.10961288]"
188,4,32,"[0.595      0.57555555 0.41611111 0.21388889 0.14388889 0.13611111
 0.12758863 0.13184987 0.16333333 0.13611111 0.13805556 0.16138889
 0.16722222 0.14388889 0.12055556 0.12055556 0.12444445 0.14
 0.15166667 0.15166667 0.15166667 0.14388889 0.13611111 0.12833333
 0.12055556 0.12055556 0.12055556 0.14       0.16722222 0.12444445
 0.12444445 0.13611111 0.14194445 0.15944444 0.15944444 0.12444444]"
189,4,33,"[0.629142   0.629142   0.629142   0.5880216  0.29195478 0.16036953
 0.12783081 0.10709232 0.11424572 0.14244005 0.17270564 0.16036953
 0.14392137 0.12747322 0.12747322 0.16448157 0.17681768 0.17681768
 0.15214545 0.12747322 0.12747322 0.13569729 0.16036953 0.16036953
 0.16036953 0.14392137 0.12747322 0.12747322 0.1685936  0.17681768
 0.17681768 0.14392137 0.11924914 0.11924914 0.14392137 0.15625749
 0.1685936  0.17681768 0.17681768 0.16036953 0.13158525]"
190,4,34,"[0.64264827 0.64264827 0.64264827 0.60064511 0.2982224  0.16381231
 0.14701104 0.13780607 0.14701104 0.16381231 0.17641325 0.16381231
 0.14701104 0.13020978 0.13020978 0.16801262 0.18061356 0.18061356
 0.15938152 0.13702102 0.1393067  0.14829422 0.17238128 0.16799673
 0.16381231 0.14701104 0.13020978 0.13020978 0.17221293 0.18061356
 0.18061356 0.14701104 0.12180915 0.12180915 0.14701104 0.15961199
 0.17221293 0.18061356 0.18061356 0.16381231 0.13441009]"
191,4,35,"[0.52807168 0.52807168 0.24505287 0.12080071 0.12080071 0.10699492
 0.1484123  0.1484123  0.12080071 0.10699492 0.1415094  0.1484123
 0.12080071 0.13460651 0.11044636]"
192,4,36,"[0.595      0.57555555 0.27611111 0.15166667 0.14388889 0.13611111
 0.13184987 0.15166667 0.1575     0.15166667 0.12833333 0.12055556
 0.13805556 0.16138889 0.16722222 0.15555556 0.13222222 0.12055556
 0.12055556 0.12055556 0.12444445 0.14       0.15166667 0.15166667
 0.15166667 0.15166667 0.14388889 0.12055556 0.14       0.15944444
 0.16333333 0.16722222 0.16722222 0.13611111 0.12444445 0.11277778
 0.11277778 0.11277778 0.13611111 0.14194445 0.15944444 0.16333333
 0.16722222 0.15944444 0.13805555]"
193,4,37,"[0.595      0.595      0.595      0.15555556 0.16722222 0.16722222
 0.14388889 0.12833333 0.13611111 0.11277778 0.11277778 0.13611111
 0.15944444]"
194,4,38,"[0.595      0.50441328 0.45278859 0.47144509 0.27611111 0.12857594
 0.10357909 0.11538866 0.12055556 0.12055556 0.15555556 0.16722222
 0.16722222 0.14388889 0.12055556 0.12055556 0.12833333 0.15166667
 0.15166667 0.15166667 0.13611111 0.12055556 0.12055556 0.15944444
 0.14777778 0.15944444 0.16722222 0.16722222 0.15166667 0.12444444]"
195,5,0,[0. 0. 0.]
196,5,1,[0. 0. 0.]
197,5,2,[0. 0. 0.]
198,5,3,[0. 0. 0.]
199,5,4,[0. 0. 0.]
200,5,5,[0. 0. 0.]
201,5,6,"[0.89746309 0.27052715 0.20772598 0.14492481 0.10085919 0.09605637
 0.09125355 0.09003922 0.08882489 0.0869733  0.08512171 0.10053096
 0.11594021 0.14492481 0.14888738 0.14888738 0.14776692 0.14664647
 0.12992261 0.11594021 0.11164613 0.10735204 0.09017572 0.09017572
 0.09017572 0.07299939 0.07299939 0.07299939 0.07299939 0.0944698
 0.11594021 0.12023429 0.12452837 0.13311653 0.13311653 0.13311653
 0.13311653 0.13311653 0.13764665 0.14217677 0.13744471 0.13271265
 0.13307284 0.12473077 0.11704979 0.11138189 0.10571398 0.107674
 0.10963402 0.10709    0.10454598 0.11191297 0.11927995 0.17145254
 0.22362513 0.16548859 0.10735204 0.09017572 0.09017572 0.09017572
 0.09017572 0.09017572 0.10735204 0.12452837 0.17605735 0.19752776
 0.21899817 0.29629164 0.3306443  0.44229042 0.45517267 0.46805491
 0.55393655 0.56681879 0.57970104 0.57970104 0.57970104 0.5882892
 0.59687737 0.59687737 0.59687737 0.56252471 0.5410543  0.51958389
 0.11594021 0.10735204 0.09876388 0.10735204 0.11594021 0.11594021
 0.11594021 0.11594021 0.11594021 0.09876388 0.0944698  0.09017572
 0.09017572 0.09017572 0.11594021 0.13311653 0.22329225 0.31346797
 0.45087859 0.5882892  0.65270043 0.71711166 0.75575839 0.79440513]"
202,5,7,"[0.82776311 0.17030533 0.12277826 0.07525119 0.07525119 0.12277826
 0.12277826 0.12423682 0.11485708 0.1069359  0.08317237 0.08317237
 0.06733001 0.11686708 0.11370166 0.11084353 0.11442514 0.11480633
 0.10833835 0.11080715 0.10114678 0.09750388 0.22173316 0.23005782
 0.22996425 0.18950669 0.17176564 0.10055543 0.07702371 0.16238415
 0.20199004 0.27328064 0.40794067 0.51091599 0.53467952 0.53467952
 0.55052188 0.51883717 0.1069359  0.09109355 0.07525119 0.06733001
 0.08317237 0.09901473 0.09901473 0.1069359  0.1069359  0.1069359
 0.1069359  0.08317237 0.1069359  0.12277826 0.66141837 0.73270897]"
203,5,8,"[0.77104928 0.23242155 0.15863693 0.11436616 0.07747385 0.07009539
 0.07009539 0.07009539 0.08485231 0.09960924 0.09960924 0.11436616
 0.11436616 0.11436616 0.11572479 0.1069877  0.09672618 0.08658288
 0.07029919 0.06835003 0.05444951 0.05444951 0.05533097 0.09124968
 0.08526174 0.09146508 0.08981997 0.10247855 0.07747385 0.07747385
 0.1069877  0.15125847 0.18815078 0.22504309 0.25455694 0.28407079
 0.37999079 0.40212618 0.4759108  0.49804618 0.48363092 0.48140084
 0.4653137  0.42637397 0.38755241 0.08647864 0.09960924 0.08485231
 0.08485231 0.07747385 0.07747385 0.08485231 0.09960924 0.11436616
 0.26931386 0.50542464 0.61610157 0.68250773]"
204,5,9,"[0.64264827 0.64264827 0.64264827 0.60064511 0.2982224  0.16381231
 0.14701104 0.13780607 0.14701104 0.16381231 0.17641325 0.16381231
 0.14701104 0.13020978 0.13020978 0.16801262 0.18061356 0.18061356
 0.15938152 0.13702102 0.1393067  0.14829422 0.17238128 0.16799673
 0.16381231 0.14701104 0.13020978 0.13020978 0.17221293 0.18061356
 0.18061356 0.14701104 0.12180915 0.12180915 0.14701104 0.15961199
 0.17221293 0.18061356 0.18061356 0.16381231 0.13441009]"
205,5,10,"[0.595      0.595      0.595      0.595      0.55611111 0.41611111
 0.27611111 0.21388889 0.15166667 0.14388889 0.13611111 0.13184987
 0.12758863 0.13611111 0.14388889 0.15166667 0.16333333 0.1575
 0.15166667 0.14388889 0.13611111 0.12833333 0.12055556 0.12055556
 0.12055556 0.13805556 0.15555556 0.16722222 0.16722222 0.15555556
 0.14388889 0.13222222 0.12055556 0.12055556 0.12444445 0.12833333
 0.14       0.15166667 0.15166667 0.15166667 0.15166667 0.14
 0.15944444 0.16333333 0.16722222 0.16722222 0.16722222 0.15944444
 0.16722222 0.16722222 0.16722222 0.15944444 0.15166667 0.12444444]"
